564	34	-107	-41	-7	904	33	359
504	21	-88	-66	-68	642	42	377
321	-21	-41	-50	-200	82	58	230
-52	-49	-40	-50	-341	-297	80	206
-315	-26	32	-46	-391	-554	-102	236
-331	-26	23	-66	-258	-680	-77	102
-518	-16	62	-57	16	-776	21	-179
-1117	-20	68	-44	158	-853	-203	-476
-1068	-105	-45	-28	171	-814	-336	-468
-368	-145	-106	-47	118	-805	-623	-484
-157	-45	-152	-45	53	-818	-815	-435
-425	15	-220	-37	23	-546	-794	-389
-602	133	-236	-45	91	46	-648	-400
-584	162	-189	-9	166	498	-393	-301
-543	225	-180	-29	154	669	-35	-341
212	343	-147	-26	68	681	498	-362
1136	78	-129	-29	48	540	628	-252
1246	-297	-129	-41	85	315	529	-109
1441	-492	-66	-41	82	153	438	-205
1376	-432	-25	-66	52	2	303	-441
1112	-403	21	-57	-34	98	197	-555
660	-379	81	-89	-79	207	211	-319
149	-283	98	-104	-78	153	238	-97
-7	-283	73	-78	-118	146	127	-89
-159	-148	69	-63	-171	94	-40	-360
-82	-82	32	-54	-270	86	-123	-489
-260	-76	-12	-13	-267	51	18	9
-274	-21	-28	-24	-191	39	181	255
-260	46	-49	-13	-134	9	46	656
-443	-8	-22	-1	159	-29	-241	963
-468	-129	4	-21	462	-22	-281	1028
-518	-36	34	-15	479	10	-163	934
-408	56	24	-27	375	97	-312	373
-327	128	28	19	207	138	-975	80
-197	225	43	41	-32	166	-1832	-122
-150	290	52	43	-194	172	-1844	-4
-150	276	41	47	-246	136	-986	182
-77	215	32	6	-258	118	-35	130
-83	188	29	20	-317	155	1235	82
-190	91	-13	43	-116	254	1772	-31
-416	-12	-10	15	379	268	1540	-3
-490	152	-34	39	169	103	1317	82
-233	672	-73	67	-270	30	601	-123
33	819	-78	74	-502	88	23	-508
55	579	-78	102	-820	140	-382	-427
104	335	-40	80	-598	237	-633	-295
5	-192	45	77	44	355	-672	-557
-257	-903	46	55	644	419	-558	-761
-428	-1552	27	15	680	413	-391	-717
-266	-928	98	-22	432	367	-172	-565
24	-46	88	-44	301	243	165	-341
125	-10	42	-25	194	180	494	22
293	198	-146	-87	237	131	905	217
361	217	-352	-99	148	41	433	413
410	276	-324	-72	67	-28	-623	527
380	298	-233	-55	154	-87	-1591	568
166	108	-99	-71	169	-122	-2614	673
-34	-50	-38	-109	-23	-124	-4000	807
-192	-223	-16	-114	-209	-36	-4000	814
-219	-181	6	-93	-76	14	-3245	768
-177	-143	-108	-46	23	57	-2113	768
-195	-144	-189	-67	-83	107	-884	583
-95	-11	-446	-62	-295	163	81	460
17	112	-711	-29	-215	178	203	491
-99	144	-615	-13	162	102	444	503
-191	288	-557	11	424	19	-316	387
-657	282	-579	25	497	-85	-2190	182
-1105	290	-382	38	277	-199	-3340	49
-1133	346	23	41	325	-232	-1869	133
-1465	235	663	69	224	-203	645	330
-657	143	1379	100	119	-71	2554	194
737	24	1810	77	188	37	3710	-80
1637	139	2095	80	91	69	3649	-170
2520	152	2030	36	179	107	3447	-219
2390	-122	1347	-46	157	84	4000	-345
1897	-145	533	-49	150	30	4000	-424
957	-177	-95	-48	175	-20	4000	-459
-53	-353	-495	-18	119	0	4000	-489
-491	-570	-439	-87	-21	11	3154	-453
-712	-700	46	-114	-153	33	2163	-345
-565	-448	476	-61	-136	96	1967	-181
-180	-34	728	-86	77	221	2042	-275
214	118	702	-87	11	246	1965	-507
86	-22	492	-59	-313	208	1430	-761
-345	-40	260	-38	-212	278	1430	-1060
-1092	-5	-15	-6	-126	315	1540	-1416
-978	128	-411	25	-144	225	2712	-1589
-288	225	-776	19	-98	-24	3787	-1702
180	289	-807	16	89	-205	4000	-2185
648	325	-869	9	113	-170	4000	-2242
846	298	-776	-15	105	143	4000	-2054
916	271	-650	-9	210	477	4000	-2173
379	37	-623	-38	167	540	1931	-2262
-657	-157	-560	-53	171	423	420	-2236
-1214	-226	-511	-50	82	77	-312	-2301
-828	-78	-416	-45	72	-334	-997	-2096
-879	71	-362	-20	53	-611	-1604	-1923
-722	45	-300	3	40	-672	-2492	-1923
-129	91	-277	2	21	-297	-2792	-1469
-233	11	-269	4	-12	227	-1971	-742
-152	-97	-229	12	33	489	-801	-163
121	-45	-203	-9	39	470	-940	149
165	-91	-227	-9	112	284	-852	392
