-480	-247	-107	-118	-134	-167	-204	-170
-83	-110	-114	-110	-124	-176	-212	-165
-13	-93	-140	-112	-118	-188	-179	-168
-152	-111	-115	-107	-129	-190	-170	-180
-37	12	-95	-109	-125	-184	-142	-187
71	3	-99	-130	-111	-186	-143	-170
18	-46	-79	-131	-126	-131	-149	-141
-72	-78	-66	-136	-93	-102	-119	-119
-104	-164	-52	-126	-54	-87	-102	-104
-154	-169	-64	-111	-29	-64	-102	-78
-219	-162	-40	-103	-14	-46	-72	-45
-157	-105	-18	-92	-2	-23	-72	-25
-110	-46	-10	-83	13	-1	-63	-1
72	49	-11	-37	3	5	-39	23
167	106	-20	-32	20	19	-13	35
155	78	-1	-18	20	58	3	39
259	55	-11	19	-4	75	17	58
326	18	-19	27	25	85	58	64
303	-108	-18	32	60	86	50	79
131	-192	0	33	39	70	81	71
-4	-94	20	56	39	76	110	85
-128	-122	17	37	72	98	86	88
-251	-148	20	30	72	94	100	75
-419	-178	8	22	82	113	97	81
-506	-175	34	19	84	137	100	91
-281	-37	48	38	88	129	127	108
-116	-15	45	26	109	109	124	76
62	78	46	38	88	127	127	100
228	152	30	30	82	142	144	123
269	176	50	18	79	131	130	91
304	227	33	33	98	118	119	112
334	196	37	53	105	95	126	97
346	172	50	63	79	104	136	92
304	148	52	46	82	113	143	98
151	106	62	32	87	92	142	82
-151	87	39	41	97	98	143	81
-396	62	46	31	94	119	123	106
-241	122	33	31	79	118	111	98
-7	136	38	26	68	96	107	91
86	139	42	11	77	83	100	91
164	162	42	31	72	89	117	88
244	168	34	49	81	89	81	75
281	159	27	41	96	85	77	60
155	118	9	15	66	62	61	44
72	22	3	20	72	26	50	15
33	-6	14	29	66	28	89	16
63	111	18	18	41	36	59	3
122	152	10	12	32	21	53	14
17	118	-6	-20	17	10	53	15
-22	90	10	-18	0	23	56	17
-42	59	-8	-7	-5	-6	60	29
-73	30	18	-6	-3	-12	44	28
-54	48	1	0	-7	30	58	16
-32	13	-14	-29	0	32	65	23
11	-23	-8	-34	8	1	63	17
-24	-14	-41	-42	20	10	53	13
-13	-12	-34	-48	15	34	66	-2
46	3	-51	-34	10	0	53	-24
81	-64	-14	-41	11	19	42	-26
48	-91	-44	-47	10	22	23	-13
-89	-76	-51	-29	22	5	13	5
-156	-62	-34	-30	19	23	26	-10
-244	-45	-68	-3	39	2	26	7
-205	-34	-17	6	34	19	44	18
-42	22	0	-21	34	33	16	24
-14	15	18	-13	43	47	2	20
-39	-26	21	0	36	32	29	32
-74	-54	25	-8	70	36	33	10
-49	-12	27	-32	87	50	34	-26
17	26	7	-23	65	32	26	-28
-2	17	0	-24	47	64	10	-42
4	15	5	-28	65	41	30	-38
43	-38	-6	28	45	41	42	-1
-40	-40	2	-2	37	49	46	-13
-29	-52	24	-10	31	26	63	-42
74	-31	20	-5	32	54	59	-22
159	-10	15	-20	60	29	73	-25
174	-37	15	7	38	25	50	2
68	-37	5	9	38	16	51	13
-64	-43	8	36	20	20	56	3
-356	-37	34	38	36	5	23	10
-453	-97	1	31	29	-1	25	-1
-228	-52	-1	20	10	25	15	-10
-73	32	-5	5	36	-16	11	-12
1	27	-4	22	44	-20	13	10
98	33	17	8	24	-22	-5	14
233	59	2	-16	16	-19	-1	-5
227	87	0	6	17	-6	-20	4
230	82	-23	-6	-9	-19	-8	9
228	53	-39	-20	4	-19	-3	17
202	-2	-20	-9	20	5	-22	25
73	-81	-28	-7	-1	10	-14	22
-272	-127	-36	-2	-6	1	-3	33
-450	-88	-20	7	15	26	16	18
-375	-26	-24	-7	-7	49	24	28
-112	1	-11	-17	-14	42	14	51
47	-8	-29	-24	-8	16	-2	27
36	-22	-22	-46	12	38	-10	25
77	-13	17	-21	22	51	8	36
20	-49	-3	-6	11	33	13	37
28	-28	-24	-23	42	15	10	41
121	9	-25	-25	28	21	16	19
98	67	-45	-13	37	28	-1	20
102	91	-62	-15	35	10	2	29
83	54	-57	-30	7	16	-12	38
80	83	-59	-7	-7	6	-26	20
59	54	-63	5	-4	35	6	5
-51	-20	-48	28	-3	36	-3	19
-188	-104	-21	-4	-17	5	-16	6
-278	-125	-34	-16	-28	4	-35	-16
-213	-70	-1	-22	-17	-7	-26	-7
-127	-2	15	-33	2	-2	-4	1
-24	46	5	-30	-20	16	-31	-3
31	37	4	-50	-5	36	-23	-5
-26	-1	3	-23	5	34	-1	16
-32	21	31	-30	-1	34	-10	37
-27	14	7	-14	15	16	-2	40
-69	27	6	-22	8	2	-9	35
-60	44	17	-25	7	44	-8	29
65	24	-12	-26	13	3	0	44
137	78	-36	-92	16	-27	-1	20
108	12	-43	-95	4	-4	1	15
-24	-1	-36	-86	7	8	-8	16
-94	22	-27	-98	26	8	30	12
-253	41	-20	-68	31	17	13	40
-480	68	1	-30	45	46	-16	18
-439	42	18	-28	18	28	-10	23
-362	49	-1	-33	28	37	-1	44
-117	3	4	1	5	30	7	28
178	-5	7	-13	-4	32	-11	-14
369	-7	-5	-4	13	64	21	3
546	-27	7	35	16	67	16	29
635	-15	11	20	35	57	11	11
595	22	15	7	30	31	24	36
556	28	1	-22	46	58	-9	23
672	-14	-25	-1	22	50	11	17
700	-5	-20	-14	37	32	21	17
423	7	-2	-9	32	38	29	6
122	38	-5	-2	8	34	31	38
-174	-28	8	-9	52	4	32	23
-455	-23	23	12	50	-2	36	9
-583	-8	13	-19	44	-4	15	6
-618	-38	35	6	40	-11	31	6
-563	-44	41	-20	42	8	23	23
-450	-84	16	-28	37	1	19	10
-266	-32	-2	-9	31	-7	3	8
-107	-34	-11	-1	32	-1	0	17
-5	-28	12	-6	26	2	33	12
-31	-26	-6	-14	66	11	6	20
-158	-47	-7	-4	64	10	24	12
-178	-67	-1	-32	45	20	49	14
-132	-47	21	-18	24	30	29	15
-154	5	35	-32	16	25	20	15
-45	18	5	-31	18	24	20	31
101	34	5	-56	11	30	40	8
222	44	5	-83	41	29	45	15
380	24	4	-54	48	30	24	8
429	-23	-1	-36	24	19	31	9
519	-86	30	-18	3	16	32	7
465	-117	15	-49	18	20	7	19
323	-62	2	-54	18	16	31	34
169	-48	1	-24	11	19	35	12
30	-5	9	-33	12	29	39	16
9	84	-5	-15	12	51	64	26
-116	128	-14	-2	12	54	50	22
-437	109	0	-23	8	49	45	23
-903	60	-37	-21	12	42	45	43
-1170	70	-20	-8	11	26	45	37
-1305	59	-32	-6	28	1	54	18
-1744	32	-46	-14	49	0	41	30
-1991	-4	-22	-9	40	17	49	38
-1805	20	13	11	31	26	67	49
-1288	34	24	23	32	32	65	42
-540	20	8	10	33	72	69	25
304	5	16	7	20	50	47	19
1112	-16	10	-2	8	42	63	24
1543	-24	0	-14	18	49	50	25
1702	-52	34	16	23	32	21	19
1637	-39	-1	-22	7	44	22	-3
1592	-36	6	5	-2	36	14	10
1672	-20	15	9	9	44	0	-2
1637	51	-24	-9	6	22	15	-20
1612	67	-35	13	2	29	6	21
1431	68	-27	-28	27	25	-10	12
1087	45	-22	5	37	23	-11	0
719	14	-42	2	49	29	-9	15
341	27	-16	28	65	24	22	34
27	17	-28	42	62	25	17	38
-245	19	-24	23	40	10	-3	3
-377	28	-17	25	38	21	17	12
-453	20	-21	20	16	9	9	5
-488	42	-11	31	42	10	7	10
-480	7	-16	29	49	21	8	28
-584	25	-7	20	28	14	5	18
-630	116	-5	-15	58	27	13	37
-584	162	-6	-7	27	56	40	37
-527	139	-13	-2	26	59	30	23
-513	47	-7	-18	13	51	15	14
-453	21	7	-16	-1	58	16	20
-388	-33	11	-24	5	54	24	6
-360	-83	-3	-19	-17	36	45	1
-342	-70	-16	-34	17	26	22	-8
-331	-62	-25	-28	9	21	46	-13
-281	-53	-13	-12	-13	16	30	-1
-293	-14	-27	-6	-6	10	42	-18
-235	63	-34	-2	-7	6	67	-16
-183	49	-38	-6	1	12	27	-13
-204	-90	-43	-22	-4	20	41	10
-170	-104	-37	-10	19	25	37	32
-183	-122	-22	-6	8	16	53	15
-132	-166	9	-42	3	6	73	14
-90	-69	-13	-33	14	7	58	1
-124	4	-3	-46	21	-6	76	11
-135	3	-20	-39	15	-3	73	35
-177	-45	-15	-41	41	5	51	25
-192	-51	16	-66	47	7	61	17
-164	-29	-11	-34	22	11	36	39
-171	1	6	-17	63	0	29	49
-101	-33	12	-31	45	-2	40	38
-44	-68	10	-51	35	-6	43	37
-46	-14	14	-25	25	-9	24	34
-68	-19	4	-21	26	-3	16	43
-82	-20	-2	-21	49	5	32	19
-55	8	-14	-11	39	0	32	21
-92	42	-10	-33	43	6	50	-8
-81	46	18	-42	19	13	26	-6
-21	27	6	-40	23	5	19	23
