427	27	2	-11	38	34	22	6
176	24	1	16	40	67	33	-8
-240	14	-12	-6	44	70	48	-10
-441	1	-29	-33	43	53	29	-24
-506	14	-31	-23	26	54	36	-17
-385	-33	-50	-49	25	37	49	1
-254	-67	-53	-26	5	-22	45	-14
-79	-42	-46	-43	11	15	14	2
104	-75	-28	-67	44	12	10	12
431	-40	-24	-30	41	44	22	5
721	78	-19	-59	40	38	5	27
645	84	-39	-52	25	26	10	25
501	127	6	-35	16	39	-15	32
308	89	6	-19	43	31	-29	54
129	27	-23	-18	36	39	-6	38
-80	15	-20	-32	36	45	8	59
-376	-19	-29	-25	48	54	28	46
-665	19	-2	-15	31	42	31	14
-826	18	-4	-13	26	54	41	60
-814	-16	-5	-11	21	42	37	41
-767	-39	11	9	36	23	50	20
-739	-56	24	-4	48	30	46	21
-580	-74	18	5	47	9	28	20
-282	-101	-10	-14	37	16	48	31
-83	-91	-13	-28	42	26	52	20
391	-103	3	8	37	16	45	25
929	-52	0	14	12	34	49	37
1065	-14	11	18	31	11	44	35
1104	2	21	-6	13	33	17	27
1051	91	1	-14	11	33	29	21
929	110	15	-13	-2	-2	20	25
689	78	1	-19	8	18	8	30
370	71	3	1	36	10	6	45
45	109	21	-2	25	33	-4	38
-258	74	14	4	15	27	6	23
-623	33	15	1	-7	17	21	10
-836	46	3	6	-17	10	5	8
-870	14	-14	-15	-22	-2	-26	1
-801	-10	-13	-30	7	20	-18	6
-461	-5	-18	-30	-11	44	-15	15
-128	11	-12	-23	4	97	-23	10
52	-45	-11	-31	-1	110	-22	-7
172	-59	-7	-39	-4	101	-9	16
379	-47	5	-14	7	92	-43	-16
526	-55	-3	-13	-21	56	-34	-38
577	11	-4	-22	5	-63	-12	-6
473	9	-26	-32	0	-246	-28	-12
104	5	-14	-22	-8	-195	-34	-17
-108	56	2	-3	14	-92	-60	-25
-266	62	-15	-7	14	-98	-56	1
-441	46	-9	-16	-2	-23	-37	-5
-494	-1	5	-4	9	26	-36	27
-517	-1	14	0	4	69	-40	38
-323	2	9	-9	12	197	-26	17
-257	-32	8	9	21	248	-35	37
-370	-31	7	-23	3	168	-35	18
-445	-4	19	-14	14	124	-22	10
-376	9	5	0	-4	94	-15	1
-204	-27	-17	-18	1	-42	-37	13
-146	-21	-11	-19	-1	-393	-54	1
29	-2	-6	-26	11	-615	-37	-17
233	-11	-8	-15	3	-226	-43	13
399	-12	-27	-21	-15	28	-13	-5
686	-2	-14	-13	38	-101	-15	-7
774	-12	-6	-30	32	-36	-10	-4
721	-32	-22	-33	45	-7	-1	9
546	17	-20	-12	43	24	-29	-2
155	67	3	-6	20	44	-22	-20
-272	33	-13	-10	49	30	-22	-7
-517	30	-9	-19	19	66	-14	-29
-383	22	12	-1	9	44	-20	-25
-266	-24	-18	-27	25	80	7	-10
-181	-7	-1	-11	27	71	18	-10
-7	22	-39	0	14	97	-3	-23
45	30	-37	-7	28	209	15	-1
51	2	9	16	37	276	27	-2
78	-5	-6	4	2	256	28	-24
107	7	-10	-32	24	219	33	-3
-13	34	-1	-18	9	207	43	-11
-94	51	4	-13	24	56	47	-8
-106	54	29	-41	17	-180	68	-18
-97	48	-3	-7	9	-195	71	-7
-107	11	-17	-23	33	115	47	25
-288	24	11	-23	6	219	29	-7
-493	69	-21	-11	33	258	30	-7
-535	92	-14	-14	28	288	52	3
-396	75	-10	7	29	193	56	-7
-321	21	-4	11	52	185	64	-7
-270	-23	-22	26	47	22	75	-18
-111	-80	-16	7	39	-131	67	-5
123	-118	14	7	24	-137	67	-7
377	-122	-7	22	41	-123	71	-7
711	-129	-14	4	38	-144	54	-1
785	-103	-14	4	49	51	72	-15
487	-110	4	27	64	44	70	-10
253	-24	18	33	51	-20	56	-11
139	109	24	7	49	95	92	5
76	103	-7	9	28	17	92	-14
5	71	-14	4	47	54	94	3
88	24	12	10	40	74	63	9
142	-11	11	1	25	81	33	-7
171	-15	16	-36	24	91	41	18
188	-25	11	-31	17	93	44	3
161	-49	-17	-24	-5	99	50	17
163	-2	-24	-41	-22	66	62	0
119	3	-13	-72	-21	86	41	-20
133	-36	-17	-48	-28	76	22	5
121	-14	-10	-32	-5	69	15	32
193	-3	-21	-15	-9	68	17	31
139	-36	-33	-16	-12	48	20	19
-85	-19	-10	-23	3	34	17	29
-253	27	-11	-17	5	27	59	6
-431	0	-6	-12	-7	47	34	17
-441	30	-13	-11	0	122	25	23
-392	41	11	-1	29	166	45	1
-323	67	6	-18	31	197	24	19
-207	69	-3	-37	29	200	61	21
-144	47	30	-6	45	143	69	21
-118	46	-1	-28	47	76	56	24
-12	15	30	-17	22	-89	41	38
73	24	39	-27	33	-131	32	30
69	-10	6	-24	17	-32	49	49
94	-9	9	-7	29	-24	58	41
-5	3	4	-13	47	50	49	5
-193	-11	-11	2	28	32	63	17
-250	7	-6	-57	41	41	77	-2
-228	30	-12	-49	34	58	62	11
-312	40	-21	-34	28	38	32	22
-361	14	5	-11	28	89	28	26
-308	40	5	7	53	53	42	43
-221	46	-9	-23	54	89	39	41
-67	16	-31	12	48	75	21	43
88	-12	-22	2	16	69	35	52
155	5	-38	-32	32	124	43	60
210	1	-14	-22	51	170	40	49
214	-36	-16	-36	19	153	38	62
147	-1	-15	-42	11	107	41	55
90	-4	4	-19	23	122	53	41
59	-50	-17	-44	47	43	56	46
6	-45	2	-28	40	-33	81	44
-69	-7	-7	-32	37	-147	73	59
-94	9	0	-27	34	-240	64	70
-86	-3	-8	-8	32	-161	44	82
-17	-24	-21	-30	51	7	35	88
31	-2	-2	-43	65	31	22	82
123	21	-22	-39	58	23	23	88
276	1	-29	-6	73	28	74	86
435	-41	-15	-28	51	26	48	62
465	-33	-15	-17	55	2	45	62
287	30	-22	-14	70	-4	58	84
72	48	-9	3	68	-15	59	88
-214	23	-11	11	62	-36	37	106
-318	-3	-22	-28	60	10	35	78
-292	-16	-29	-4	68	13	46	44
-294	-37	-6	-12	65	15	27	49
-177	-60	-23	-7	68	6	25	36
-226	-77	-22	-1	46	11	26	38
-291	-62	14	-17	37	-52	42	39
-124	-3	-8	-10	36	-29	62	50
-29	41	-6	-10	42	72	84	59
-54	65	-3	-18	44	50	92	29
21	20	-18	-17	49	65	98	42
180	-26	-20	-9	71	65	105	54
392	-20	-10	-15	56	45	91	42
501	-19	-5	0	53	10	77	34
525	30	-12	-9	62	-85	85	53
485	54	-4	-13	80	-216	71	87
370	50	0	-6	51	-185	52	69
186	62	-8	-21	58	-49	63	85
-83	46	-1	-25	53	-17	45	91
-177	8	-17	-29	34	10	23	91
-298	45	-17	-11	60	15	37	70
-396	44	-15	-4	48	20	56	45
-307	-38	-18	6	37	18	77	64
-260	-45	-17	-8	46	-3	84	34
-351	7	-22	16	53	43	98	28
-323	34	-19	26	60	45	98	24
-295	6	5	-6	83	29	92	2
-360	-20	25	14	60	22	84	14
-191	-25	5	-13	52	21	88	-10
-6	-42	6	-16	37	34	75	-13
168	-56	-4	-4	11	11	58	-3
296	-44	-5	-12	34	2	52	1
333	-31	5	-21	21	26	11	-25
416	-2	10	-21	4	84	24	-41
351	2	-7	-1	7	84	-12	-39
202	-28	-17	-12	25	101	-17	-46
86	29	8	-31	31	84	-1	-47
-27	54	7	-21	-11	28	-43	-49
-101	37	5	-13	-15	-31	-2	-48
-73	63	-9	-1	-2	-88	17	-80
-146	32	9	-5	-16	-37	27	-70
-224	15	-12	-32	-14	-27	40	-47
-125	-3	-2	-33	-20	-17	25	-56
-82	14	-17	-12	-23	0	20	-42
-177	30	-26	-9	-20	2	46	-56
-230	-7	-9	-17	-3	80	32	-40
-170	-13	-38	-18	-18	74	7	-52
-62	-79	-17	-34	-11	74	23	-81
80	-99	-12	-32	-15	73	17	-96
49	-47	-8	-7	-21	45	-6	-81
117	2	-9	-8	-21	56	-37	-80
204	49	-6	-10	-16	44	-19	-81
107	50	-20	-14	-5	36	-12	-81
-18	42	-3	-13	-31	19	-34	-69
-246	48	-1	-17	-25	34	-15	-46
-352	60	-17	-28	-19	29	-20	-59
-292	76	4	-19	-14	33	-30	-46
-250	33	-1	-20	-19	49	-1	-47
-178	-31	-2	-13	-20	48	8	-50
29	-22	-6	-19	-8	50	6	-45
190	19	6	1	-10	85	-17	-42
200	2	-1	-9	-17	85	-50	-32
277	-66	-11	-17	-5	54	-30	-30
399	-51	7	8	-4	56	-35	-30
448	-21	13	9	14	65	-33	-36
475	6	1	-17	16	83	-35	-40
240	50	-10	-24	0	9	-43	-42
-43	28	-15	-9	-4	101	-33	-34
-16	30	-20	-28	6	246	-36	1
-119	41	-15	-17	12	155	0	-11
-120	27	2	-16	9	1	-19	-13
-33	12	2	-36	-4	-154	-29	-4
-73	12	16	-38	-13	-161	-21	7
-21	19	7	-28	17	-293	-44	8
-16	-30	-21	-12	-1	-358	-41	16
8	-3	-31	-10	-9	-67	-56	27
-66	65	-29	-2	27	-35	-52	31
-142	59	-19	-20	8	39	-63	34
-178	-3	-5	-7	1	66	-89	23
-220	-48	-11	-13	-5	12	-56	43
-155	-35	-26	-22	0	53	-26	59
-154	12	-2	-18	16	6	-43	42
-126	0	-17	-37	8	52	8	29
-36	18	-22	-12	16	23	-14	36
-99	25	-32	16	29	41	-43	34
-156	-27	-18	6	36	43	-4	56
-35	-20	-6	-19	28	54	-38	72
79	25	8	-13	30	56	-14	73
120	38	11	2	37	35	-8	77
33	13	-1	-1	38	61	0	65
6	9	4	10	17	58	-16	63
-18	0	3	-7	23	66	-33	86
-155	6	11	-3	51	50	-43	108
-209	12	5	-2	27	35	-84	105
-180	-35	8	-22	30	-13	-77	94
-148	-52	-3	-13	7	5	-58	94
-84	-51	-4	-11	-2	4	-44	111
82	-37	-14	-18	26	-22	-23	108
214	-30	-23	-34	17	-18	6	99
97	-21	-13	-5	20	-16	-11	92
44	-18	-11	-7	25	-20	14	102
204	0	-8	-16	61	-29	55	117
204	53	-16	-3	49	-4	41	123
62	17	3	8	28	-20	37	120
-51	6	1	5	46	-30	66	116
-49	33	-13	-15	38	-15	61	131
-85	29	-2	-6	38	-13	32	124
-154	38	7	-11	30	-25	65	122
-94	17	-1	-14	33	-4	50	129
-88	-7	-9	-5	35	6	42	128
-55	-28	1	-23	37	-18	67	108
5	-31	-6	-17	46	-9	56	98
-14	-7	10	-16	44	5	51	90
-60	-8	9	-41	52	-8	61	79
-41	17	-9	-54	38	-35	66	75
-17	60	10	-24	56	-10	86	61
74	55	-18	-1	79	6	89	70
249	14	-17	-7	48	-2	62	49
247	-20	-4	-11	53	0	75	54
226	-7	-18	-11	50	17	71	51
135	-12	-1	-11	44	37	58	37
41	-33	4	5	58	31	67	56
18	-1	24	-8	40	36	53	54
13	-1	4	-21	26	29	19	37
43	-21	-9	-15	23	32	19	22
-82	-18	-23	-31	41	43	36	21
-132	-16	-12	-28	28	47	24	20
-47	-3	-3	-18	11	21	17	20
-87	-10	-20	-4	14	20	22	-1
-131	-19	-11	-7	1	49	17	-14
-100	-17	-5	1	5	49	5	-3
-84	4	14	3	20	47	1	-18
-47	66	20	-16	26	27	-8	-13
-87	58	30	-16	9	37	-14	-8
-101	9	11	-30	23	52	-17	-32
-73	0	5	-19	32	35	-15	-14
-67	16	-9	-22	25	21	-8	-27
-59	29	-2	-17	16	38	-25	-44
-128	-4	18	-16	37	44	-13	-46
-148	-23	-11	-22	25	36	-1	-37
-168	-11	-7	12	32	72	2	-13
-221	-17	-10	-8	60	73	-9	-68
-148	6	-1	-29	37	69	-15	-47
-98	18	3	-5	51	52	-9	-43
-79	-2	-3	-8	37	67	2	-61
100	-14	-7	10	27	75	35	-54
334	-1	-1	3	21	62	32	-72
554	13	-17	-14	-5	48	44	-10
498	2	-1	-2	-4	26	59	-36
342	-6	1	-18	0	32	54	-59
296	10	-13	-19	-2	-1	50	-50
123	12	10	-32	-7	-32	32	-48
10	54	-2	-23	3	-49	35	-39
-92	74	-13	-4	-11	-13	9	-42
-116	66	-31	-25	9	28	-3	-39
-23	48	-28	-11	-2	17	-19	-67
20	21	-28	-11	-11	28	-27	-65
22	15	-10	-25	2	29	-1	-42
-37	-30	-9	-2	-12	27	-11	-27
-63	-76	-42	3	11	56	-6	-28
-104	-90	0	-18	-8	41	-2	-43
-227	-87	-3	-15	6	21	12	-23
-303	-50	-7	-18	7	44	36	-15
-285	17	8	-10	14	49	64	-31
-298	27	-25	-1	36	64	58	-36
-236	53	-11	-12	23	58	52	-31
-145	44	0	4	26	54	55	-34
-54	26	-5	11	20	38	44	-43
129	33	-5	-11	18	29	56	-30
220	32	-17	2	32	41	59	-30
210	68	4	-6	35	35	44	-29
147	7	8	-9	15	22	39	-15
145	-26	-11	-1	33	22	42	-36
127	-26	0	-18	35	19	34	-18
-19	-24	-9	-13	37	12	28	-6
-110	-11	-34	-9	8	31	-2	-19
-83	-8	4	-15	1	34	13	1
-107	-3	12	-33	19	15	39	-8
-56	-25	-2	-22	-13	-2	19	-17
-1	2	0	-26	14	31	41	-3
-53	-29	-2	-21	5	30	50	-6
20	-14	-9	0	7	42	84	3
90	-11	-25	-31	24	65	85	3
137	-50	-12	-15	14	13	67	5
98	0	-13	-8	21	-4	75	12
